"","client_id","contract_id","contract_start","contract_end","inter_complex"
"1186",3070,2158,"24/05/2018","24/05/2020",17675+18406i
"1187",3073,2161,"15/05/2017","15/05/2017",17301+17301i
"1188",3077,2165,"30/07/2018","30/07/2020",17742+18473i
"1189",3079,2167,"1/01/2015","1/01/2015",16436+16436i
"1190",3080,2169,"27/08/2018","27/08/2020",17770+18501i
"1191",3081,2170,"12/05/2017","12/05/2017",17298+17298i
"1192",3079,2168,"16/05/2017","16/05/2017",17302+17302i
"1193",3084,2173,"6/11/2017","6/11/2018",17476+17841i
"1194",3083,2172,"7/04/2017","7/04/2017",17263+17263i
"1195",3085,2174,"2/02/2017","2/02/2017",17199+17199i
"1196",503,2176,"1/01/2015","1/01/2015",16436+16436i
"1197",3087,2177,"24/07/2020","24/02/2022",18467+19047i
"1198",3088,2178,"24/07/2020","24/02/2022",18467+19047i
"1199",3089,2179,"2/02/2017","2/02/2017",17199+17199i
"1200",450,2180,"12/05/2017","12/05/2017",17298+17298i
"1201",450,2184,"18/04/2017","18/04/2017",17274+17274i
"1202",450,2185,"31/05/2017","31/05/2018",17317+17682i
"1203",781,2187,"31/05/2017","31/05/2017",17317+17317i
"1204",3094,2188,"30/05/2017","30/05/2021",17316+18777i
"1205",3096,2190,"31/05/2017","1/12/2018",17317+17866i
"1206",3097,2191,"31/05/2017","1/07/2017",17317+17348i
"1207",2599,2192,"7/03/2017","7/03/2020",17232+18328i
"1208",3099,2194,"25/05/2017","25/05/2017",17311+17311i
"1209",3100,2196,"24/04/2019","24/04/2020",18010+18376i
"1210",2170,2195,"11/10/2019","11/04/2020",18180+18363i
"1211",3104,2200,"25/05/2017","25/11/2018",17311+17860i
"1212",3108,2205,"31/05/2017","31/05/2020",17317+18413i
"1213",3106,2202,"5/06/2017","5/06/2017",17322+17322i
"1214",3120,2212,"7/06/2017","7/06/2017",17324+17324i
"1215",3122,2213,"25/05/2017","25/05/2017",17311+17311i
"1216",3121,2214,"31/05/2017","31/05/2017",17317+17317i
"1217",3124,2216,"6/06/2017","6/06/2020",17323+18419i
"1218",450,2224,"7/06/2017","7/06/2017",17324+17324i
"1219",3138,2226,"2/08/2017","2/08/2020",17380+18476i
"1220",2442,2227,"1/01/2015","1/01/2015",16436+16436i
"1221",2527,4830,"20/06/2020","20/06/2021",18433+18798i
"1222",3139,2228,"12/06/2017","12/06/2017",17329+17329i
"1223",450,2231,"12/06/2017","12/06/2017",17329+17329i
"1224",3143,2234,"12/06/2017","12/06/2019",17329+18059i
"1225",3144,2235,"30/05/2017","30/05/2018",17316+17681i
"1226",450,2236,"7/06/2017","7/06/2017",17324+17324i
"1227",2300,2237,"13/06/2017","13/06/2017",17330+17330i
"1228",2872,2238,"8/06/2017","8/06/2017",17325+17325i
"1229",2840,2242,"14/06/2017","14/06/2018",17331+17696i
"1230",170,2243,"29/01/2021","29/01/2022",18656+19021i
"1231",559,2247,"8/01/2021","8/08/2021",18635+18847i
"1232",2476,2248,"28/04/2017","28/04/2017",17284+17284i
"1233",3150,2249,"9/03/2021","9/09/2022",18695+19244i
"1234",773,2253,"5/06/2017","5/06/2017",17322+17322i
"1235",450,2256,"20/06/2017","20/06/2017",17337+17337i
"1236",3160,2257,"20/06/2017","20/06/2017",17337+17337i
"1237",3161,2258,"20/06/2017","20/06/2017",17337+17337i
"1238",3163,2259,"5/08/2019","5/02/2020",18113+18297i
"1239",450,2260,"21/06/2017","21/06/2020",17338+18434i
"1240",2408,2261,"21/06/2017","21/06/2017",17338+17338i
"1241",3165,2263,"8/03/2018","8/09/2019",17598+18147i
"1242",2583,2264,"21/06/2017","21/06/2017",17338+17338i
"1243",493,2268,"2/06/2017","2/06/2017",17319+17319i
"1244",503,2272,"21/06/2017","21/06/2017",17338+17338i
"1245",756,2277,"15/06/2017","15/06/2020",17332+18428i
"1246",13176,2278,"22/06/2017","22/06/2017",17339+17339i
"1247",2550,2233,"13/09/2019","13/09/2022",18152+19248i
"1248",437,2279,"17/06/2017","17/06/2020",17334+18430i
"1249",13177,2280,"4/07/2016","4/07/2016",16986+16986i
"1250",435,2282,"27/06/2017","27/06/2017",17344+17344i
"1251",626,2283,"20/04/2017","20/04/2018",17276+17641i
"1252",2872,2294,"1/01/2015","1/01/2015",16436+16436i
"1253",2578,2295,"27/06/2017","27/06/2017",17344+17344i
"1254",2578,2296,"28/01/2019","28/01/2020",17924+18289i
"1255",508,2299,"30/06/2017","30/06/2017",17347+17347i
"1256",13183,2302,"30/06/2017","30/06/2017",17347+17347i
"1257",13183,2303,"30/06/2017","30/06/2017",17347+17347i
"1258",3069,2307,"30/01/2020","30/07/2021",18291+18838i
"1259",13186,2309,"3/07/2017","3/07/2017",17350+17350i
"1260",13187,2310,"3/07/2017","3/07/2017",17350+17350i
"1261",13188,2311,"19/05/2017","19/05/2021",17305+18766i
"1262",13189,2312,"3/07/2017","3/07/2017",17350+17350i
"1263",13191,2313,"20/08/2019","20/08/2019",18128+18128i
"1264",127,2316,"3/07/2017","3/07/2017",17350+17350i
"1265",127,2317,"3/07/2017","3/07/2017",17350+17350i
"1266",450,2318,"3/07/2017","3/07/2017",17350+17350i
"1267",387,2319,"1/07/2015","1/07/2015",16617+16617i
"1268",2872,2320,"3/07/2017","3/07/2017",17350+17350i
"1269",450,2321,"25/04/2017","25/04/2018",17281+17646i
"1270",13193,2322,"4/07/2017","4/01/2019",17351+17900i
"1271",13195,2324,"30/06/2016","30/06/2016",16982+16982i
"1272",508,2301,"28/06/2017","28/06/2020",17345+18441i
"1273",2656,2331,"26/10/2020","26/04/2021",18561+18743i
"1274",450,2332,"5/07/2017","5/07/2017",17352+17352i
"1275",2819,2333,"5/07/2017","5/07/2017",17352+17352i
"1276",3017,2335,"19/04/2017","19/04/2020",17275+18371i
"1277",13203,2338,"5/07/2017","5/07/2018",17352+17717i
"1278",364,2339,"6/07/2017","6/07/2017",17353+17353i
"1279",2747,2342,"1/01/2015","1/01/2015",16436+16436i
"1280",13205,2344,"18/06/2020","18/06/2022",18431+19161i
"1281",2482,2348,"10/07/2017","10/07/2017",17357+17357i
"1282",2913,2349,"19/10/2020","19/04/2022",18554+19101i
"1283",756,2353,"11/07/2017","11/07/2019",17358+18088i
"1284",852,2354,"1/01/2015","1/01/2015",16436+16436i
"1285",387,2355,"13/07/2017","13/07/2017",17360+17360i
"1286",450,2356,"14/07/2017","14/07/2018",17361+17726i
"1287",NA,2357,"14/07/2017","14/07/2017",17361+17361i
"1288",324,2360,"17/07/2018","17/07/2019",17729+18094i
"1289",471,2361,"24/10/2017","24/10/2021",17463+18924i
"1290",2480,2362,"17/07/2017","17/07/2017",17364+17364i
"1291",684,2365,"11/07/2017","11/07/2017",17358+17358i
"1292",13212,2366,"13/07/2020","13/07/2021",18456+18821i
"1293",13214,2368,"2/09/2020","2/09/2021",18507+18872i
"1294",512,2375,"7/08/2020","7/08/2021",18481+18846i
"1295",344,2376,"1/01/2015","1/01/2015",16436+16436i
"1296",314,2377,"19/07/2017","19/07/2017",17366+17366i
"1297",435,2378,"19/07/2017","19/07/2017",17366+17366i
"1298",180,2379,"19/07/2017","19/07/2017",17366+17366i
"1299",13223,2384,"24/03/2021","24/03/2023",18710+19440i
"1300",5781,2387,"17/07/2017","17/02/2018",17364+17579i
"1301",2578,2390,"24/07/2017","24/01/2019",17371+17920i
"1302",2578,2391,"24/07/2017","24/07/2017",17371+17371i
"1303",13228,2393,"30/01/2019","30/07/2020",17926+18473i
"1304",450,2394,"24/07/2017","24/07/2017",17371+17371i
"1305",2568,2386,"5/07/2017","5/07/2020",17352+18448i
"1306",6469,2396,"6/12/2018","6/01/2019",17871+17902i
"1307",565,2399,"2/12/2015","2/12/2017",16771+17502i
"1308",2819,2401,"25/07/2017","25/07/2017",17372+17372i
"1309",2261,2402,"1/07/2020","1/01/2021",18444+18628i
"1310",450,2404,"26/07/2017","26/07/2018",17373+17738i
"1311",13255,2406,"21/07/2017","21/07/2020",17368+18464i
"1312",13256,2407,"21/07/2017","21/07/2017",17368+17368i
"1313",13259,2410,"26/07/2017","26/07/2017",17373+17373i
"1314",13260,2412,"30/04/2019","30/12/2020",18016+18626i
"1315",111,2413,"26/07/2017","26/07/2017",17373+17373i
"1316",450,2414,"26/07/2017","26/07/2017",17373+17373i
"1317",3829,2417,"1/08/2017","1/08/2017",17379+17379i
"1318",13262,2418,"27/07/2017","27/07/2017",17374+17374i
"1319",13263,2420,"26/07/2017","26/07/2017",17373+17373i
"1320",2000,2422,"11/07/2019","11/01/2022",18088+19003i
"1321",826,2424,"5/06/2019","5/06/2020",18052+18418i
"1322",13267,2425,"31/07/2017","31/07/2020",17378+18474i
"1323",13268,2426,"27/07/2017","27/07/2017",17374+17374i
"1324",13262,2427,"29/11/2019","29/11/2021",18229+18960i
"1325",450,2428,"1/08/2017","1/08/2017",17379+17379i
"1326",13270,2429,"1/08/2017","1/08/2017",17379+17379i
"1327",13271,2430,"2/08/2017","2/08/2017",17380+17380i
"1328",13272,2431,"2/01/2019","2/01/2022",17898+18994i
"1329",3829,2463,"7/08/2017","7/08/2017",17385+17385i
"1330",6234,2432,"30/07/2018","30/07/2019",17742+18107i
"1331",364,2433,"25/07/2017","25/07/2017",17372+17372i
"1332",13305,2434,"26/08/2017","26/08/2019",17404+18134i
"1333",364,2435,"1/01/2015","1/01/2015",16436+16436i
"1334",684,2436,"2/08/2017","2/08/2017",17380+17380i
"1335",13272,2437,"21/01/2019","21/01/2022",17917+19013i
"1336",13271,2438,"14/01/2019","14/01/2022",17910+19006i
"1337",13335,2442,"31/07/2017","31/07/2017",17378+17378i
"1338",13336,2443,"29/08/2019","29/08/2020",18137+18503i
"1339",2274,2446,"30/07/2018","30/07/2019",17742+18107i
"1340",10810,2451,"23/01/2021","23/01/2022",18650+19015i
"1341",2503,2453,"3/08/2017","3/08/2019",17381+18111i
"1342",2952,2454,"9/09/2020","9/09/2022",18514+19244i
"1343",2847,2458,"8/08/2017","8/08/2017",17386+17386i
"1344",13407,2459,"4/09/2020","4/09/2023",18509+19604i
"1345",13415,2460,"1/10/2018","1/10/2019",17805+18170i
"1346",13416,2461,"6/03/2017","6/03/2017",17231+17231i
"1347",2968,2464,"4/08/2017","4/08/2017",17382+17382i
"1348",450,2465,"9/08/2017","9/08/2018",17387+17752i
"1349",2136,2466,"11/02/2016","11/02/2016",16842+16842i
"1350",12339,3320,"27/02/2018","27/02/2021",17589+18685i
"1351",6629,3362,"7/03/2018","7/09/2019",17597+18146i
"1352",6210,3045,"3/12/2019","3/12/2021",18233+18964i
"1353",12371,2471,"14/08/2017","14/08/2018",17392+17757i
"1354",450,2472,"14/08/2017","14/08/2017",17392+17392i
"1355",450,2479,"15/08/2017","15/08/2017",17393+17393i
"1356",2179,2480,"21/03/2014","21/03/2015",16150+16515i
"1357",2549,2477,"15/08/2017","15/08/2019",17393+18123i
"1358",13836,2481,"7/08/2017","7/08/2017",17385+17385i
"1359",18036,3152,"20/01/2021","20/07/2022",18647+19193i
"1360",8298,4337,"20/09/2019","20/09/2022",18159+19255i
"1361",2527,3073,"5/01/2018","5/01/2019",17536+17901i
"1362",50,2485,"2/03/2016","2/03/2016",16862+16862i
"1363",13620,4645,"13/11/2018","13/11/2019",17848+18213i
"1364",2391,2491,"26/09/2016","26/09/2019",17070+18165i
"1365",14147,8396,"6/03/2020","6/03/2023",18327+19422i
"1366",683,2493,"1/09/2017","1/09/2017",17410+17410i
"1367",14155,2496,"22/08/2017","22/08/2017",17400+17400i
"1368",626,2498,"12/12/2018","12/12/2022",17877+19338i
"1369",13797,2499,"2/07/2020","2/07/2021",18445+18810i
"1370",3042,3207,"28/11/2017","28/11/2020",17498+18594i
"1371",11635,2821,"27/03/2019","27/08/2019",17982+18135i
"1372",583,2501,"27/03/2017","27/03/2018",17252+17617i
"1373",111,2500,"22/08/2017","22/08/2017",17400+17400i
"1374",4305,3561,"28/03/2018","28/03/2021",17618+18714i
"1375",2267,2502,"22/08/2017","22/08/2017",17400+17400i
"1376",13256,2504,"22/08/2017","22/08/2017",17400+17400i
"1377",14302,6803,"4/11/2019","4/11/2023",18204+19665i
"1378",12216,2510,"27/11/2020","27/11/2021",18593+18958i
"1379",4588,2511,"1/02/2020","1/02/2022",18293+19024i
"1380",3693,2800,"9/04/2021","9/07/2021",18726+18817i
"1381",13282,4336,"20/09/2019","20/09/2022",18159+19255i
"1382",574,2513,"1/11/2020","1/11/2022",18567+19297i
"1383",14302,2515,"1/11/2019","1/11/2023",18201+19662i
"1384",131,2518,"21/09/2020","21/09/2021",18526+18891i
"1385",5626,2474,"15/08/2017","15/08/2017",17393+17393i
"1386",3143,2520,"29/08/2017","29/08/2017",17407+17407i
"1387",344,2522,"8/11/2019","8/11/2021",18208+18939i
"1388",2576,2523,"5/08/2019","5/08/2022",18113+19209i
"1389",452,2527,"1/09/2017","1/09/2017",17410+17410i
"1390",565,2530,"4/09/2014","4/09/2014",16317+16317i
"1391",565,2531,"1/01/2015","1/01/2015",16436+16436i
"1392",565,2532,"4/09/2017","4/09/2017",17413+17413i
"1393",565,2533,"4/09/2017","4/09/2017",17413+17413i
"1394",565,2534,"4/09/2017","4/09/2017",17413+17413i
"1395",565,2535,"4/09/2017","4/09/2017",17413+17413i
"1396",13259,2536,"4/09/2017","4/09/2017",17413+17413i
"1397",2550,2859,"30/11/2017","30/11/2022",17500+19326i
"1398",13260,2537,"1/07/2017","1/07/2017",17348+17348i
"1399",13260,2538,"13/05/2019","13/01/2021",18029+18640i
"1400",13260,2539,"13/05/2019","13/01/2021",18029+18640i
"1401",13260,2540,"1/01/2015","1/01/2015",16436+16436i
"1402",13260,2541,"1/07/2017","1/07/2017",17348+17348i
"1403",13260,2542,"1/07/2017","1/07/2017",17348+17348i
"1404",556,2543,"5/09/2017","5/09/2017",17414+17414i
"1405",111,2544,"1/06/2017","1/06/2017",17318+17318i
"1406",111,2545,"4/06/2019","4/06/2021",18051+18782i
"1407",111,2546,"14/06/2017","14/06/2018",17331+17696i
"1408",111,2547,"31/07/2017","31/07/2018",17378+17743i
"1409",111,2548,"1/01/2015","1/01/2015",16436+16436i
"1410",111,2549,"1/06/2017","1/06/2017",17318+17318i
"1411",3160,2614,"31/08/2017","31/08/2019",17409+18139i
"1412",6469,4245,"1/03/2018","1/03/2019",17591+17956i
"1413",14731,2551,"11/04/2019","11/04/2020",17997+18363i
"1414",14743,3400,"6/03/2018","6/03/2021",17596+18692i
"1415",3885,3314,"28/02/2018","28/02/2019",17590+17955i
"1416",14147,2557,"5/09/2017","5/09/2019",17414+18144i
"1417",13259,2558,"6/09/2017","6/09/2017",17415+17415i
"1418",4467,2561,"23/01/2019","23/01/2021",17919+18650i
"1419",8298,2562,"6/09/2017","6/09/2017",17415+17415i
"1420",13282,2563,"6/09/2017","6/09/2017",17415+17415i
"1421",639,2564,"7/09/2017","7/09/2020",17416+18512i
"1422",6686,3125,"18/10/2019","18/10/2020",18187+18553i
"1423",565,2567,"7/09/2017","7/09/2020",17416+18512i
"1424",14785,3359,"4/06/2020","4/06/2021",18417+18782i
"1425",691,2573,"11/12/2020","11/12/2021",18607+18972i
"1426",8208,3684,"26/04/2018","26/04/2021",17647+18743i
"1427",8208,5198,"28/03/2019","28/03/2022",17983+19079i
"1428",5780,2574,"7/09/2017","7/09/2017",17416+17416i
"1429",14171,2577,"11/02/2020","11/02/2022",18303+19034i
"1430",186,3071,"24/02/2021","24/02/2022",18682+19047i
"1431",3106,2580,"1/12/2017","1/12/2018",17501+17866i
"1432",311,2584,"12/09/2017","12/09/2017",17421+17421i
"1433",14907,2585,"13/09/2017","13/03/2018",17422+17603i
"1434",7600,2586,"31/08/2017","31/08/2019",17409+18139i
"1435",7600,2587,"22/10/2018","22/10/2021",17826+18922i
"1436",2819,2588,"1/07/2017","1/01/2019",17348+17897i
"1437",2819,2589,"2/02/2017","2/02/2018",17199+17564i
"1438",2819,2590,"22/06/2017","22/06/2017",17339+17339i
"1439",14792,2591,"19/10/2018","19/10/2021",17823+18919i
"1440",14792,4536,"22/10/2018","22/10/2021",17826+18922i
"1441",2819,2592,"15/06/2017","15/06/2017",17332+17332i
"1442",2819,2593,"15/06/2017","15/06/2017",17332+17332i
"1443",14678,2594,"14/08/2017","14/08/2020",17392+18488i
"1444",583,2595,"23/10/2019","23/10/2019",18192+18192i
"1445",583,2596,"23/10/2019","23/10/2019",18192+18192i
"1446",14785,2597,"13/09/2017","13/03/2019",17422+17968i
"1447",14910,2598,"1/01/2015","1/01/2015",16436+16436i
"1448",14785,2599,"13/09/2017","13/09/2018",17422+17787i
"1449",5924,2600,"1/09/2017","1/09/2017",17410+17410i
"1450",450,2601,"14/09/2017","14/09/2017",17423+17423i
"1451",450,2605,"14/09/2017","14/09/2018",17423+17788i
"1452",14996,2606,"18/09/2017","18/09/2020",17427+18523i
"1453",684,2607,"1/01/2015","1/01/2015",16436+16436i
"1454",14464,2609,"12/09/2017","12/09/2017",17421+17421i
"1455",2872,2611,"1/01/2015","1/01/2015",16436+16436i
"1456",NA,2870,"30/10/2017","30/10/2017",17469+17469i
"1457",790,2619,"12/12/2018","12/12/2019",17877+18242i
"1458",596,12327,"1/10/2020","1/10/2021",18536+18901i
"1459",15336,2872,"2/10/2017","2/10/2017",17441+17441i
"1460",2872,2621,"22/09/2017","22/09/2017",17431+17431i
"1461",684,2626,"1/01/2015","1/01/2015",16436+16436i
"1462",116,2627,"25/11/2019","25/11/2019",18225+18225i
"1463",13,2628,"1/11/2018","1/11/2021",17836+18932i
"1464",2608,2631,"3/10/2017","3/04/2019",17442+17989i
"1465",528,2634,"26/09/2017","26/09/2017",17435+17435i
"1466",13552,3197,"26/01/2018","26/01/2021",17557+18653i
"1467",15425,2645,"26/09/2017","26/09/2020",17435+18531i
"1468",15383,2635,"19/09/2017","19/09/2017",17428+17428i
"1469",2267,2636,"26/09/2017","26/09/2020",17435+18531i
"1470",3633,2790,"19/01/2019","19/01/2022",17915+19011i
"1471",15484,3545,"5/11/2019","5/11/2020",18205+18571i
"1472",14678,2640,"28/09/2017","28/09/2017",17437+17437i
"1473",3106,2642,"28/09/2017","28/09/2017",17437+17437i
"1474",450,2643,"28/09/2017","28/09/2017",17437+17437i
"1475",463,2644,"29/01/2021","29/01/2022",18656+19021i
"1476",684,2646,"23/12/2017","23/12/2017",17523+17523i
"1477",13267,2647,"29/09/2017","29/09/2020",17438+18534i
"1478",508,2648,"29/09/2017","29/09/2017",17438+17438i
"1479",528,2651,"2/10/2017","2/10/2017",17441+17441i
"1480",15361,2788,"26/10/2017","26/10/2017",17465+17465i
"1481",529,2652,"1/01/2015","1/01/2015",16436+16436i
"1482",6012,2657,"1/01/2015","1/01/2015",16436+16436i
"1483",4121,2659,"29/09/2017","29/09/2017",17438+17438i
"1484",163,2662,"27/08/2020","27/08/2021",18501+18866i
"1485",13850,2666,"24/07/2019","24/07/2022",18101+19197i
"1486",15586,2667,"29/09/2017","29/09/2018",17438+17803i
"1487",15586,2668,"29/09/2017","29/09/2018",17438+17803i
"1488",15601,2863,"27/11/2019","27/05/2021",18227+18774i
"1489",404,2674,"10/02/2020","10/02/2022",18302+19033i
"1490",404,17478,"19/04/2021","19/04/2024",18736+19832i
"1491",364,2679,"11/09/2017","11/03/2019",17420+17966i
"1492",15612,3451,"25/06/2020","25/06/2021",18438+18803i
"1493",450,2681,"4/10/2017","4/10/2017",17443+17443i
"1494",450,2682,"4/10/2017","4/10/2017",17443+17443i
"1495",6242,2683,"5/01/2018","5/01/2021",17536+18632i
"1496",6242,3078,"5/01/2018","5/01/2021",17536+18632i
"1497",6242,2685,"1/01/2015","1/01/2015",16436+16436i
"1498",3843,2684,"21/11/2017","21/11/2020",17491+18587i
"1499",34,2779,"24/10/2017","24/10/2017",17463+17463i
"1500",14664,2686,"28/10/2019","28/10/2021",18197+18928i
"1501",15680,2691,"13/09/2017","13/09/2019",17422+18152i
"1502",5781,2695,"1/01/2015","1/01/2015",16436+16436i
"1503",15553,2694,"5/10/2017","5/10/2017",17444+17444i
"1504",364,2696,"6/10/2017","6/10/2017",17445+17445i
"1505",13624,2697,"4/10/2017","4/10/2019",17443+18173i
"1506",14699,2698,"9/10/2017","9/10/2020",17448+18544i
"1507",364,2706,"10/10/2017","10/10/2019",17449+18179i
"1508",364,2711,"11/10/2017","11/10/2018",17450+17815i
"1509",15893,2874,"9/10/2017","9/10/2017",17448+17448i
"1510",6347,3580,"10/04/2018","10/04/2019",17631+17996i
"1511",2527,4842,"20/06/2020","20/06/2021",18433+18798i
"1512",15426,2715,"10/07/2018","10/07/2021",17722+18818i
"1513",450,2718,"13/10/2017","13/10/2017",17452+17452i
"1514",13620,2719,"13/10/2017","13/10/2018",17452+17817i
"1515",554,2722,"16/10/2017","16/10/2017",17455+17455i
"1516",596,2276,"6/04/2015","6/04/2015",16531+16531i
"1517",2883,2723,"16/10/2017","16/10/2017",17455+17455i
"1518",599,2724,"16/10/2017","16/10/2017",17455+17455i
"1519",671,2725,"1/01/2015","1/01/2015",16436+16436i
"1520",134,2505,"14/10/2019","14/04/2020",18183+18366i
"1521",2484,2726,"16/10/2017","16/10/2017",17455+17455i
"1522",608,2727,"16/10/2017","16/10/2017",17455+17455i
"1523",104,2728,"16/10/2017","16/10/2018",17455+17820i
"1524",781,2729,"16/10/2017","16/10/2017",17455+17455i
"1525",830,2730,"1/01/2015","1/01/2015",16436+16436i
"1526",2261,2731,"16/10/2017","16/10/2017",17455+17455i
"1527",2478,2732,"16/10/2017","16/10/2017",17455+17455i
"1528",2825,2734,"16/10/2017","16/10/2017",17455+17455i
"1529",2748,2735,"28/05/2018","28/05/2021",17679+18775i
"1530",684,2736,"13/10/2017","13/10/2017",17452+17452i
"1531",440,2738,"1/01/2015","1/01/2015",16436+16436i
"1532",2845,2740,"16/10/2017","16/10/2017",17455+17455i
"1533",15984,2744,"16/10/2017","16/10/2017",17455+17455i
"1534",16040,3391,"6/03/2018","6/03/2019",17596+17961i
"1535",3124,2746,"17/10/2017","17/10/2017",17456+17456i
"1536",14743,2747,"9/10/2017","9/10/2020",17448+18544i
"1537",16054,2748,"12/08/2013","12/08/2013",15929+15929i
"1538",3096,2749,"17/10/2017","17/10/2017",17456+17456i
"1539",13552,3153,"26/01/2018","26/01/2021",17557+18653i
"1540",15604,2754,"17/10/2019","17/10/2019",18186+18186i
"1541",15604,2755,"17/10/2019","17/10/2019",18186+18186i
"1542",583,2756,"9/08/2017","9/08/2017",17387+17387i
"1543",16115,2757,"19/10/2017","19/10/2017",17458+17458i
"1544",3885,2758,"18/10/2017","18/10/2017",17457+17457i
"1545",16125,2759,"1/01/2015","1/01/2015",16436+16436i
"1546",16154,2824,"27/10/2017","27/10/2017",17466+17466i
"1547",16204,2766,"20/10/2017","20/10/2017",17459+17459i
"1548",15715,2770,"12/02/2020","12/08/2021",18304+18851i
"1549",15715,2771,"11/02/2020","11/08/2021",18303+18850i
"1550",508,2772,"23/10/2017","23/10/2017",17462+17462i
"1551",508,2773,"1/01/2015","1/01/2015",16436+16436i
"1552",13255,2944,"5/12/2017","5/12/2020",17505+18601i
"1553",5924,4479,"2/10/2018","2/10/2019",17806+18171i
"1554",596,2777,"24/10/2017","24/10/2017",17463+17463i
"1555",15368,2778,"18/10/2017","18/04/2019",17457+18004i
"1556",16325,3036,"31/10/2019","31/10/2020",18200+18566i
"1557",16332,2806,"25/10/2017","25/10/2017",17464+17464i
"1558",508,3853,"28/05/2018","28/05/2020",17679+18410i
"1559",508,2783,"1/01/2015","1/01/2015",16436+16436i
"1560",16375,2784,"2/03/2021","2/03/2022",18688+19053i
"1561",171,2794,"30/10/2017","30/10/2017",17469+17469i
"1562",626,2796,"2/11/2017","2/11/2017",17472+17472i
"1563",16594,2799,"30/04/2021","30/04/2021",18747+18747i
"1564",13270,2801,"14/01/2019","14/01/2022",17910+19006i
"1565",21651,5008,"8/02/2019","8/02/2022",17935+19031i
"1566",3121,2803,"14/01/2019","14/01/2022",17910+19006i
"1567",13270,2805,"14/01/2019","14/01/2022",17910+19006i
"1568",161,2835,"16/01/2020","16/01/2021",18277+18643i
"1569",450,2785,"25/10/2017","25/10/2017",17464+17464i
"1570",17593,2997,"18/01/2019","18/10/2019",17914+18187i
"1571",16610,2811,"3/11/2017","3/11/2018",17473+17838i
"1572",16517,2812,"6/07/2016","6/01/2017",16988+17172i
"1573",16517,3648,"23/04/2018","23/10/2019",17644+18192i
"1574",16610,3676,"20/04/2018","20/04/2019",17641+18006i
"1575",3084,2816,"6/11/2017","6/11/2017",17476+17476i
"1576",3996,4847,"19/12/2018","19/12/2021",17884+18980i
"1577",5363,2820,"5/01/2021","5/03/2021",18632+18691i
"1578",16676,2839,"3/11/2017","3/11/2020",17473+18569i
"1579",2471,2819,"7/11/2017","7/11/2017",17477+17477i
"1580",12339,2822,"7/11/2017","7/11/2017",17477+17477i
"1581",16676,3103,"23/10/2020","23/04/2022",18558+19105i
"1582",508,2823,"1/01/2015","1/01/2015",16436+16436i
"1583",4588,2825,"9/09/2020","9/09/2021",18514+18879i
"1584",508,2826,"7/11/2017","7/11/2020",17477+18573i
"1585",508,2829,"7/11/2017","7/11/2017",17477+17477i
"1586",508,2830,"7/11/2017","7/11/2017",17477+17477i
"1587",508,2831,"7/11/2017","7/11/2017",17477+17477i
"1588",508,2832,"1/01/2015","1/01/2015",16436+16436i
"1589",7371,2836,"13/11/2017","13/11/2017",17483+17483i
"1590",484,2837,"9/11/2017","9/11/2017",17479+17479i
"1591",5363,3205,"10/03/2021","10/04/2021",18696+18727i
"1592",508,2838,"1/01/2015","1/01/2015",16436+16436i
"1593",756,2840,"10/11/2017","10/11/2020",17480+18576i
"1594",2479,2841,"1/01/2015","1/01/2015",16436+16436i
"1595",13267,2843,"19/10/2017","19/10/2020",17458+18554i
"1596",16839,2846,"12/07/2019","12/07/2020",18089+18455i
"1597",16849,3290,"1/03/2020","1/03/2021",18322+18687i
"1598",3163,2828,"5/08/2019","5/02/2020",18113+18297i
"1599",16816,2850,"14/11/2017","14/11/2019",17484+18214i
"1600",5794,2851,"14/11/2017","14/11/2017",17484+17484i
"1601",11635,3137,"14/12/2020","14/03/2021",18610+18700i
"1602",5577,3185,"2/02/2018","2/02/2021",17564+18660i
"1603",2479,4766,"4/12/2018","4/01/2019",17869+17900i
"1604",599,2854,"1/01/2015","1/01/2015",16436+16436i
"1605",2589,2989,"5/12/2017","5/12/2018",17505+17870i
"1606",16946,2857,"17/11/2017","17/11/2018",17487+17852i
"1607",16979,2858,"27/11/2017","27/11/2018",17497+17862i
"1608",8926,3011,"15/02/2021","15/02/2022",18673+19038i
"1609",2550,2860,"20/11/2017","20/11/2017",17490+17490i
"1610",3144,2862,"16/09/2020","16/09/2021",18521+18886i
"1611",7062,2865,"27/11/2019","27/05/2021",18227+18774i
"1612",14464,3002,"12/12/2017","12/12/2022",17512+19338i
"1613",17100,2933,"30/11/2017","30/05/2019",17500+18046i
"1614",2898,2881,"12/06/2019","12/06/2020",18059+18425i
"1615",493,2878,"1/09/2017","1/09/2017",17410+17410i
"1616",2872,2879,"1/01/2015","1/01/2015",16436+16436i
"1617",1,2880,"22/11/2017","22/11/2017",17492+17492i
"1618",508,2882,"23/11/2017","23/11/2017",17493+17493i
"1619",508,2883,"23/11/2017","23/11/2020",17493+18589i
"1620",508,2884,"23/11/2017","23/11/2017",17493+17493i
"1621",508,2885,"1/01/2015","1/01/2015",16436+16436i
"1622",14835,3344,"27/01/2020","27/01/2021",18288+18654i
"1623",2871,2886,"23/11/2017","23/11/2017",17493+17493i
"1624",17220,2888,"13/11/2017","13/11/2020",17483+18579i
"1625",756,2891,"23/11/2017","23/11/2017",17493+17493i
"1626",684,2892,"23/11/2017","23/11/2017",17493+17493i
